Column1,link,text,date,NoOfComments,NoOfRetweets,NoOfQuotes,NoOfLikes,LinkToPicture
763,https://twitter.com/RONBupdates/status/1736609885348147201#m,Amazing: Around 2 lakhs people visited the Janaki Temple on the occasion of Bibah Panchami of Ram-Sita. ??  Pic. Wee Click,"Dec 18, 2023 · 4:50 AM UTC",0,9,0,304,['https://pbs.twimg.com/media/GBmte7kW0AAzi_J.jpg']
764,https://twitter.com/RONBupdates/status/1736595784785957202#m,"More than 12,000 students are graduating from Tribhuvan University today. Congratulations to Everyone. ??  P.S. There might be traffic Jam around Tripureshwor area in the afternoon.","Dec 18, 2023 · 3:54 AM UTC",4,4,0,255,['https://pbs.twimg.com/media/GBmgqIIWAAMuzXs.jpg']
765,https://twitter.com/RONBupdates/status/1736595153195028615#m,"???? ???????? ?????? ???????: 1.35 Lakh Nepali tourists visited India, becoming the 7th highest to visit India in 2022, according to Indian Immigration. ??","Dec 18, 2023 · 3:52 AM UTC",1,2,0,108,['https://pbs.twimg.com/media/GBmgFY8WMAEB6dv.jpg']
766,https://twitter.com/RONBupdates/status/1736584191364751639#m,Wow... Nepali Singer Menuka Poudel becomes 'Performer of the Week' for the second time in Indian Idol S14 and also played the Harmonium while performing. ??,"Dec 18, 2023 · 3:08 AM UTC",5,8,0,575,['https://pbs.twimg.com/media/GBmWHSDWwAAtQlf.jpg']
767,https://twitter.com/RONBupdates/status/1736583561606824234#m,????? ??????? ????? ????: Nepali harule last 4 months ma bidesh ghumna ko lagi NRs. 61.92 Arba kharcha gareka chan. ??,"Dec 18, 2023 · 3:05 AM UTC",5,7,2,83,['https://pbs.twimg.com/media/GBmViCkXcAA3ovl.jpg']
768,https://twitter.com/RONBupdates/status/1736581481638887457#m,????? ??????? ????? ????: Nepali harule last 4 months ma bidesh ghumna ko lagi NRs. 61.92 Arba kharcha gareka chan. ??,"Dec 18, 2023 · 2:57 AM UTC",8,2,4,86,[]
769,https://twitter.com/RONBupdates/status/1736581332610990368#m,"On this Day last Year, One of the most interesting Worldcup Final match was played between Argentina & France. Argentina made history by winning the match and Worldcup. ??","Dec 18, 2023 · 2:57 AM UTC",4,2,0,81,['https://pbs.twimg.com/media/GBmTg9sXkAAy7QL.jpg']
770,https://twitter.com/RONBupdates/status/1736563359066227123#m,Monday Morning & Statue of Lord Shiva & Parbati at Udayapur. ????  Pic. Jivan Panjiyar,"Dec 18, 2023 · 1:45 AM UTC",0,5,1,348,['https://pbs.twimg.com/media/GBmDKs3WwAAdhpf.jpg']
771,https://twitter.com/RONBupdates/status/1736425090357895290#m,"People don't wish for more fame or money in their last days. Instead they wish, they have more time. So, appreciate every moment of life.","Dec 17, 2023 · 4:36 PM UTC",2,6,1,105,[]
772,https://twitter.com/RONBupdates/status/1736407253488652393#m,It's time for RONB's extra dose of news for today. #StayUpdated #StayWarm,"Dec 17, 2023 · 3:25 PM UTC",2,3,6,62,['https://pbs.twimg.com/media/GBj1MF9a4AAL1gY.jpg']
773,https://twitter.com/RONBupdates/status/1736397875876409471#m,"2023 is ending soon. Did you achieve your goals and Target that you made in January, 2023?","Dec 17, 2023 · 2:48 PM UTC",15,6,10,189,['https://pbs.twimg.com/media/GBjsqIAasAA-ECq.jpg']
774,https://twitter.com/RONBupdates/status/1736392023543095347#m,????? ???????? ?????? ?????? ?????? ?????? ?? ?????? ?????? ? ????  Pic. akramkhan_6,"Dec 17, 2023 · 2:24 PM UTC",0,8,0,350,['https://pbs.twimg.com/media/GBjnVqsbsAA0P4e.jpg']
775,https://twitter.com/RONBupdates/status/1736385874689130791#m,"Veteran actress Karishma Manandhar regarding struggle of Nepali youth says,” ????????? ????????  ??????? ??????? ?????? ??????, ???????? ?????? ?????? ?? ?????? ????????? ???????? ? ?????? ???? ?????? ?????? ????? ????? ??????? ? ? ???????, ?????? ?????? ???????? ? ????????? ???? ????? ???? ?????? ????? ????? ???????? ? ?  ????? ????? ??????, ??? ?????? ????? ???? ?????? ???? ?????? ????? ? ????? ????? ?????? ???????? ?????????? ????????? ???? ??? ?????? ????????? ??????  ????? ??? ? ”  Pic. @anzaankc_","Dec 17, 2023 · 2:00 PM UTC",4,3,2,140,['https://pbs.twimg.com/media/GBjhvxcbcAAHWKM.jpg']
776,https://twitter.com/RONBupdates/status/1736368679968031154#m,Beautifully decorated aerial view of Janaki Mandir on the occasion of Biwaha Panchami. ??????  Pic. utdaayush_7,"Dec 17, 2023 · 12:52 PM UTC",2,6,0,238,['https://pbs.twimg.com/media/GBjSG12bIAA5cXN.jpg']
777,https://twitter.com/RONBupdates/status/1736358316589371502#m,"??? ???? ???? ???? ??????? (?????) ?????? ???? ? ? : A farmer from Tehrathum showing unique harvest, a cauliflower with an interestingly long stem. ??  Pic. Shankar Nepal","Dec 17, 2023 · 12:10 PM UTC",4,4,1,145,['https://pbs.twimg.com/media/GBjIrqSacAA0XX3.jpg']
778,https://twitter.com/RONBupdates/status/1736349917994791135#m,"""???? ??? ???? ???"" ????? ???? ????? ????:- ??.?? ???? ??? (?? ???? ????)?? ????? ?? ?????? ???????? ?????????? ""???? ??? ???? ???"" ?? ????? ???? (???) ??????? ????? ???????? ?? ???? #???????   Pic. Niraj Patel (??????)","Dec 17, 2023 · 11:37 AM UTC",7,19,1,328,['https://pbs.twimg.com/media/GBjBDF5bAAAIUK5.jpg']
779,https://twitter.com/RONBupdates/status/1736340287491096969#m,??????? ???? ??????: More than 1 Lakhs+ visitors have visited the Sudur Paschim Mahotsav in Dhangadhi where Popular artists of Nepal have performed. ??,"Dec 17, 2023 · 10:59 AM UTC",1,2,0,112,['https://pbs.twimg.com/media/GBi4ST7bkAARE8G.jpg']
780,https://twitter.com/RONBupdates/status/1736331430236742141#m,Students are facing problems in NOC Office since few days due to technical problems there. We request concerned authorities to solve this as many are facing difficulties.   Pic. Prajol Shrestha,"Dec 17, 2023 · 10:24 AM UTC",4,2,1,93,['https://pbs.twimg.com/media/GBiwOn1aYAAKBAo.jpg']
781,https://twitter.com/RONBupdates/status/1736315984225739247#m,"???? ? ??? ????? ????? ???, ?????? ??? ?? ??? ?????? ??? ???? ??? ????? ??? ??????? ??????????: Beautiful Rapti Bridge at Deukhuri ,Dang ?  Pic. Padam Khanal","Dec 17, 2023 · 9:22 AM UTC",3,1,1,149,['https://pbs.twimg.com/media/GBiiLs6bYAEQKmd.jpg']
782,https://twitter.com/RONBupdates/status/1736302524137906331#m,?? ???????: Crowd of devotees in Janaki Temple on the occasion of Ram Janaki Biwaha Panchami. ????   Pic. Basanta Paudel,"Dec 17, 2023 · 8:29 AM UTC",2,11,0,232,['https://pbs.twimg.com/media/GBiV8LAbcAA-khv.jpg']
783,https://twitter.com/RONBupdates/status/1736295363437568052#m,????????-??????? ??? ???? ????: Narayangadh-Muglin Road section will be closed for 4 hrs daily from Poush 7 to Poush 21 due to construction work.  File Pic. Sushant Singh,"Dec 17, 2023 · 8:00 AM UTC",2,1,0,74,['https://pbs.twimg.com/media/GBiPbYfakAAgVGP.jpg']
784,https://twitter.com/RONBupdates/status/1736281422644863133#m,Emotional Moment: ????? ?????? ?????? ????? ??? ????? ? ????? ????? ???? ??? ???? ?????? ??????? ??????????? ????? ????? ??? ?????? ??????? ???? ?????? ????? ??????????? ???????? ????? ! ??,"Dec 17, 2023 · 7:05 AM UTC",1,6,0,284,['https://pbs.twimg.com/media/GBiCv07XAAAYG0I.jpg']
785,https://twitter.com/RONBupdates/status/1736275641904033892#m,"Amazing art of Ram-Janaki wedding ceremony made with grains at 11,111 sq ft which is believed to be a world record. ??  Pic. Wee Click","Dec 17, 2023 · 6:42 AM UTC",3,34,1,598,['https://pbs.twimg.com/media/GBh9eslWkAA2MbH.jpg']
786,https://twitter.com/RONBupdates/status/1736266607427760486#m,Nepali Cricketer Kishor Mahato is performing well in Australia for Greenvale Kangaroos team as he scored 27 runs & took 3 wickets combining two matches yesterday. ??  File Pic. Sajan Lamichhane/CAN,"Dec 17, 2023 · 6:06 AM UTC",0,3,0,117,['https://pbs.twimg.com/media/GBh1RjtXIAAbNGm.jpg']
787,https://twitter.com/RONBupdates/status/1736257092321714547#m,National Flag Day Special: 4 Nepali friends reached to Antarctica with Nepal National Flag which is very rare & adventure journey. ??????,"Dec 17, 2023 · 5:28 AM UTC",1,5,0,341,['https://pbs.twimg.com/media/GBhsnqdWMAA4T8n.jpg']
788,https://twitter.com/RONBupdates/status/1736235589073051919#m,"Dhurmus - Suntali regarding the ongoing case of Gautam Buddha Int'l Cricket Ground says, ""?????? ???????? ???? ?????? ???????, ?????? ???????? ???????? ?????? ???? ???? ????? ???????? ?????? ???? ?????? ?????? ??? ???? ????? ???????, ??????? ??? ???? ?? ???? ?????? ?? ? ?????? ????? ??????? ???”","Dec 17, 2023 · 4:03 AM UTC",28,12,4,351,['https://pbs.twimg.com/media/GBhZDvjWYAAUnQg.jpg']
789,https://twitter.com/RONBupdates/status/1736232189103141124#m,???????? ????????????? ???? ??????? ??????? ?????? ?????? ????? ?????? ? ??? ?????? ????? ???? ??,"Dec 17, 2023 · 3:49 AM UTC",1,2,1,54,['https://pbs.twimg.com/media/GBhVVNiWUAAWAeH.jpg']
790,https://twitter.com/RONBupdates/status/1736223854605815858#m,???? ????????? ???: Huge crowd of Ayush & Alizeh fans taking photos with them in Mustang. ??,"Dec 17, 2023 · 3:16 AM UTC",5,2,4,96,['https://pbs.twimg.com/media/GBhOY9dWcAAHRRY.jpg']
791,https://twitter.com/RONBupdates/status/1736217310879224173#m,Happy National Flag Day to Everyone: ????????? ????? ???? ?? ????????! ??????,"Dec 17, 2023 · 2:50 AM UTC",4,27,2,374,['https://pbs.twimg.com/media/GBhIb_9XcAA0fs5.jpg']
792,https://twitter.com/RONBupdates/status/1736214344571170980#m,??? ?????? ????...Happy Ram-Sita Bivah Panchami to all: One of the biggest festivals in Mithila. ??  Pic. Niraj Patel (??????),"Dec 17, 2023 · 2:38 AM UTC",1,19,2,489,['https://pbs.twimg.com/media/GBhFvX5WgAAwH3V.jpg']
793,https://twitter.com/RONBupdates/status/1736198743467360627#m,"Sunday Morning & Statue of Pathivara Mata at Pathivara Temple, Salakpur. ????  Pic. Jivan Panjiyar","Dec 17, 2023 · 1:36 AM UTC",1,9,0,493,['https://pbs.twimg.com/media/GBg3jQ2XwAAltfC.jpg']
794,https://twitter.com/RONBupdates/status/1736050006921302457#m,It's time for RONB's extra dose of news for today. #StayUpdated,"Dec 16, 2023 · 3:45 PM UTC",0,0,0,23,['https://pbs.twimg.com/media/GBewRqeaAAAMwr7.jpg']
795,https://twitter.com/RONBupdates/status/1736044299266252945#m,Public Holiday Update: ???? ?????? ??????? ???? ??? ? ??? ????? ?????? (??????? ??????? ?????) ?? ?????? ????????? ???? ????? ? ?  Pic. niraj.patel5,"Dec 16, 2023 · 3:23 PM UTC",0,6,0,164,['https://pbs.twimg.com/media/GBerFdTaAAA0DpM.jpg']
796,https://twitter.com/RONBupdates/status/1736018111638454601#m,Kushal Bhurtel's Match Update: He scored 2 & 29 runs in today's two matches & got 1 wicket for Frankston Peninsula Club in Australia.   File Pic. CAN,"Dec 16, 2023 · 1:39 PM UTC",3,2,0,136,['https://pbs.twimg.com/media/GBeTRKUbQAAacdh.jpg']
797,https://twitter.com/RONBupdates/status/1736000642534314021#m,"????? ???? ?? ???? ,  ? ?? ????? , ???? ???? ??????  ??????????? ?? ?  ???? ??????????? ?? ???? ???? , ????? ???? ????  ? ????? ???? ????  ??????? ??????? ??? ????? ????? , ? ?????????? ?? ?????? ?????? ?  Pic. Subash Karki & Words. Suresh Timalsina","Dec 16, 2023 · 12:29 PM UTC",1,16,1,157,['https://pbs.twimg.com/media/GBeDYX3a8AARM0l.jpg']
798,https://twitter.com/RONBupdates/status/1735989482539933734#m,Golden Hour & Beautiful Altocumulus Cloud as seen from Kathmandu. ?? #Magical,"Dec 16, 2023 · 11:45 AM UTC",4,1,0,157,['https://pbs.twimg.com/media/GBd5OcebMAAhp2-.jpg']
799,https://twitter.com/RONBupdates/status/1735979829894459640#m,Beautiful Aerial View: ????? ?????? ????? ??? ?????? ?????? ???? ?? ???? ??? ???????? ????? ??????? ???????? ????? ????? ?????? ???? ? ????  Pic. Amit Kumar,"Dec 16, 2023 · 11:06 AM UTC",2,85,6,1062,['https://pbs.twimg.com/media/GBdwc2YboAAmf7F.jpg']
800,https://twitter.com/RONBupdates/status/1735973471346364614#m,???? ???????? ????? ?????? ???? ????????? ?????? ??????? ??????? ???? ?? ?????? ??????? ???? ? ??? ?????? ??? ??? ??????? ? ?  Pic. Pratit Chamling Rai,"Dec 16, 2023 · 10:41 AM UTC",3,4,0,107,['https://pbs.twimg.com/media/GBdqqspbIAAFrwV.jpg']
801,https://twitter.com/RONBupdates/status/1735965050622595187#m,Popular food Vloger Er. Ashmi Upadhyaya aka Amilo.piro.stories gets married with Sulav Shrestha. ??   Pic. suraj__dhami_,"Dec 16, 2023 · 10:08 AM UTC",4,3,1,142,['https://pbs.twimg.com/media/GBdjAkubsAA5wUy.jpg']
802,https://twitter.com/RONBupdates/status/1735953272996081957#m,"Mesmerising view of the sky in Bouddha, Kathmandu with beautiful pattern of clouds. ??  Pic. anzaankc_","Dec 16, 2023 · 9:21 AM UTC",2,9,3,265,['https://pbs.twimg.com/media/GBdYS8cacAAVMQF.jpg']
803,https://twitter.com/RONBupdates/status/1735939720566456499#m,"Kathmandu Metro has honoured Dr Sanduk Ruit, Manisha Koirala, Paras Khadka and other personalities on the occasion of Mahanagar Diwash for their outstanding service from their respective fields. ??","Dec 16, 2023 · 8:27 AM UTC",1,10,0,381,['https://pbs.twimg.com/media/GBdL-GgaAAAd7xw.jpg']
804,https://twitter.com/RONBupdates/status/1735914325930541322#m,Sad News: Dang ko Ghorahi ma Tipper le Motorcycle lai thakkar dida Mama-Bhanja ko death vayeko cha. ??,"Dec 16, 2023 · 6:46 AM UTC",1,0,0,46,[]
805,https://twitter.com/RONBupdates/status/1735908990012604481#m,????????????? ?????? ???: The inflow of remittance in Nepal has increased by 26.4% in the first four months of the current fiscal year amounting to more than NRs. 4.77 Kharba. ??,"Dec 16, 2023 · 6:25 AM UTC",6,6,6,181,['https://pbs.twimg.com/media/GBcv_ZGa0AANR-x.jpg']
806,https://twitter.com/RONBupdates/status/1735900563680936417#m,"Interesting: Nepali Army ma 2 jana Pandit lagayat Nurse, Videographer, Photographer garera 100+ jagir khuleko cha. #WorkInNepal??","Dec 16, 2023 · 5:52 AM UTC",1,2,3,87,[]
807,https://twitter.com/RONBupdates/status/1735877110936502533#m,Just In: ??????? ?? ??? ????????? ???????? ???? ???? ???? ????? ??????? ???????? ???????? ??????? ???? ?????? ???? ??,"Dec 16, 2023 · 4:18 AM UTC",9,7,4,151,['https://pbs.twimg.com/media/GBcTBjFa0AAL33T.jpg']
808,https://twitter.com/RONBupdates/status/1735873552392569072#m,"Appreciation Post: Nepali MMA Fighter Rabindra Dhant loses the match with Ismail Khan in One Championship. He gave his best with all the available resources. Good Luck for Upcoming Matches as this is just a motivation to work harder for next time. He says, ""Sorry everyone, I am so sorry my supporters, my country. I couldn't make it this time."" ??????","Dec 16, 2023 · 4:04 AM UTC",3,2,1,117,['https://pbs.twimg.com/media/GBcPyqfbEAAjhAG.jpg']
809,https://twitter.com/RONBupdates/status/1735872904095772870#m,Wow... Nepali actor Narayan BK is acting in Indian movie Sam??????  starring popular Indian actor Vicky Kaushal and has also performed well in the movie. He has previously played in Selfie King as well.  ??,"Dec 16, 2023 · 4:02 AM UTC",1,6,2,194,['https://pbs.twimg.com/media/GBcPM81awAAsbqI.jpg']
810,https://twitter.com/RONBupdates/status/1735866121088389511#m,Nepali Cricketer Kushal Bhurtel played his first match in Australia at the Victorian Premier Cricket from Frankston Peninsula Cricket Club.,"Dec 16, 2023 · 3:35 AM UTC",1,3,0,185,['https://pbs.twimg.com/media/GBcJCI4bEAAb4oJ.jpg']
811,https://twitter.com/RONBupdates/status/1735853042862600590#m,Mangshir mahina ma bihe garne aaja antim sait (????) pareko cha vane Poush ko mahina ma bihe ko sait chaina. ??,"Dec 16, 2023 · 2:43 AM UTC",3,0,0,54,[]
812,https://twitter.com/RONBupdates/status/1735852794735964671#m,"Honouring the Legend: BCCI has retired MS Dhoni's Jersey No 7 from Indian Cricket Team i.e. Int'l cricketer from India can't wear the Jersey No 7, according to Int'l media. ?? #GOAT","Dec 16, 2023 · 2:42 AM UTC",1,1,0,159,['https://pbs.twimg.com/media/GBb86a0bwAA2UQM.jpg']
813,https://twitter.com/RONBupdates/status/1735836813535920248#m,???????? ?????? ????? ?.? ?????? ????? ??????: Lionel Messi's 6 World Cup Jerseys are sold for $7.8 Million at an Auction. ??,"Dec 16, 2023 · 1:38 AM UTC",2,0,1,113,['https://pbs.twimg.com/media/GBbuYIcWsAAYfQ4.jpg']
814,https://twitter.com/RONBupdates/status/1735836701413736527#m,"Saturday Morning & Statue of Kaal Bhairav at Basantapur area, Kathmandu. ????    Pic. @nishan_paudel14","Dec 16, 2023 · 1:38 AM UTC",2,14,1,669,['https://pbs.twimg.com/media/GBbuRVuW0AAGp-O.jpg']
815,https://twitter.com/RONBupdates/status/1735685057187291220#m,It's time for RONB's extra dose of news for today. #StayUpdated,"Dec 15, 2023 · 3:35 PM UTC",1,0,0,35,['https://pbs.twimg.com/media/GBZkWnVXkAAc11G.jpg']
816,https://twitter.com/RONBupdates/status/1735669625470267845#m,Breaking: NOC has decreased the Price of Petrol & Diesel by NRs. 3 per litre.,"Dec 15, 2023 · 2:34 PM UTC",1,3,2,88,[]
817,https://twitter.com/RONBupdates/status/1735663873343238238#m,Nepali MMA Fighter Rabindra Dhant loses the match with Ismail Khan in One Championship. Its his first loss. Good Luck for Upcoming Matches as this is just a motivation to work harder for next time. ??????,"Dec 15, 2023 · 2:11 PM UTC",1,8,0,238,['https://pbs.twimg.com/media/GBZRFg8XkAAeGbn.jpg']
818,https://twitter.com/RONBupdates/status/1735645291045663031#m,Photo of the Day: Beautifully timed pic of Geminid Meteor Shower in its full beauty taken early in the morning today from Palpa. ?? #LongExposure  Pic. Mithun Kunwar,"Dec 15, 2023 · 12:57 PM UTC",0,7,0,151,['https://pbs.twimg.com/media/GBZAMAyWYAAE0NV.jpg']
819,https://twitter.com/RONBupdates/status/1735629062071374121#m,"Grand Daughter of PM Pushpa Kamal Dahal & Daughter of Renu Dahal, Pratibha Pathak gets married to Bigyanbabu Regmi. ?? #Congratulations","Dec 15, 2023 · 11:53 AM UTC",17,2,6,368,['https://pbs.twimg.com/media/GBYxbMLWUAAz-r2.jpg']
820,https://twitter.com/RONBupdates/status/1735618035569090902#m,Breaking: '?????????? ?????? ????????? ??? ??????' ??????? ?????????????? ????????? ?????? ??????????? ????? ???? ????? ?????? ??????? ???? ????? ??,"Dec 15, 2023 · 11:09 AM UTC",29,21,10,382,['https://pbs.twimg.com/media/GBYnZtXacAAfGXR.jpg']
821,https://twitter.com/RONBupdates/status/1735591139921846527#m,???????? ?????? ?????: ?????????? ?????????? ???? ????? ?????? ???????? ????????? ???? ??????? ?????? ??? ??? ??? ??  Pic. suraj__dhami_,"Dec 15, 2023 · 9:22 AM UTC",3,2,2,186,['https://pbs.twimg.com/media/GBYO8aWbQAAAM6L.jpg']
822,https://twitter.com/RONBupdates/status/1735582503984132515#m,Achievement: Snake Conservationist & Rescuer Rohit Giri from Pokhara has been nominated for the 2024 National Geographic Young Explorers Award & Program. ?? #GoodLuck,"Dec 15, 2023 · 8:48 AM UTC",1,8,0,351,['https://pbs.twimg.com/media/GBYHFt4akAA1Dka.jpg']
823,https://twitter.com/RONBupdates/status/1735556651460239611#m,Big Day: Nepali MMA Fighter Rabindra Dhant will face Pakistani Fighter Ismail Khan after around 6:00 PM NPT in Thailand's One Championship. ?? #GoodLuck #SupportNepaliTalent,"Dec 15, 2023 · 7:05 AM UTC",7,5,2,147,['https://pbs.twimg.com/media/GBXvkr-agAA1woI.jpg']
824,https://twitter.com/RONBupdates/status/1735533156105916917#m,Good News for Nepali Cricket Lovers: Ground work of Int'l Cricket stadium at Tilottama is almost completed & overall around 18% of the work is completed till now. ??????,"Dec 15, 2023 · 5:32 AM UTC",3,1,0,173,['https://pbs.twimg.com/media/GBXaM80bkAAsP1p.jpg']
